AS2.A1ModJulian,AS2.Hellas_Planitia_GS.X,AS2.Hellas_Planitia_GS.Y,AS2.Hellas_Planitia_GS.Z,AS2.Valles_Marineris_GS.X,AS2.Valles_Marineris_GS.Y,AS2.Valles_Marineris_GS.Z,AS2.Schiaparelli_Crater_GS.X,AS2.Schiaparelli_Crater_GS.Y,AS2.Schiaparelli_Crater_GS.Z,AS2.Mawrth_Vallis_GS.X,AS2.Mawrth_Vallis_GS.Y,AS2.Mawrth_Vallis_GS.Z,AS2.Arcadia_Planitia_GS.X,AS2.Arcadia_Planitia_GS.Y,AS2.Arcadia_Planitia_GS.Z
21545.23305,2140.718242,-20318.30381,-5683.361898,-4561.549557,8287.98277,14850.14158,-689.7316791,-14515.57556,11141.56886,8323.829981,-3308.535527,15097.46728,-12813.13703,11051.4835,-15093.07997
21545.2416,2148.658241,-20307.94569,-5691.777911,-4560.826548,8272.659495,14847.72536,-688.8931229,-14518.79435,11126.39981,8319.632161,-3320.007196,15087.8786,-12802.61902,11057.88942,-15083.61956
21545.25015,2155.952535,-20297.38608,-5699.507232,-4559.946529,8258.022912,14844.6512,-688.081067,-14521.13354,11111.62405,8315.348171,-3330.534446,15078.11751,-12792.25089,11063.35162,-15074.28572
21545.2587,2162.579324,-20286.6559,-5706.52676,-4558.911996,8244.116417,14840.92776,-687.2979124,-14522.58574,11097.2852,8310.990547,-3340.085809,15068.21259,-12782.06318,11067.85352,-15065.10594
21545.26726,2168.518631,-20275.78721,-5712.815336,-4557.72601,8230.981778,14836.56604,-686.5460105,-14523.14642,11083.42626,8306.572309,-3348.632491,15058.19345,-12772.08642,11071.38144,-15056.10772
21545.27581,2173.752861,-20264.81249,-5718.354336,-4556.392147,8218.65805,14831.57919,-685.8276029,-14522.81408,11070.08851,8302.106654,-3356.14918,15048.09,-12762.35035,11073.92504,-15047.31789
21545.28437,2178.267238,-20253.76315,-5723.128129,-4554.914263,8207.180253,14825.98163,-685.1447378,-14521.58992,11057.30994,8297.606365,-3362.614663,15037.93119,-12752.88274,11075.47731,-15038.76151
21545.29292,2182.048995,-20242.67123,-5727.123222,-4553.296708,8196.581265,14819.78984,-684.4993827,-14519.47786,11045.12733,8293.084486,-3368.010669,15027.74644,-12743.71092,11076.0342,-15030.46327
21545.30146,2185.086771,-20231.57233,-5730.327628,-4551.544819,8186.894147,14813.0243,-683.893573,-14516.48563,11033.57911,8288.555534,-3372.32102,15017.56846,-12734.86397,11075.59496,-15022.44951
21545.31,2187.37287,-20220.4997,-5732.733248,-4549.664103,8178.146184,14805.70635,-683.3290546,-14512.62383,11022.69866,8284.033077,-3375.534859,15007.42771,-12726.36778,11074.16278,-15014.74366
21545.31853,2188.902821,-20209.48016,-5734.335398,-4547.659309,8170.357243,14797.85453,-682.8071431,-14507.90307,11012.51141,8279.528066,-3377.645963,14997.34871,-12718.24246,11071.74257,-15007.36399
21545.32706,2189.672946,-20198.5493,-5735.130258,-4545.53715,8163.550925,14789.49517,-682.3294645,-14502.34011,11003.04918,8275.055059,-3378.649368,14987.36403,-12710.5137,11068.34384,-15000.33382
21545.33557,2189.682924,-20187.73897,-5735.117565,-4543.304158,8157.74468,14780.65407,-681.8973141,-14495.95341,10994.33787,8270.627083,-3378.544961,14977.50271,-12703.20315,11063.97905,-14993.67287
21545.34407,2188.935042,-20177.08007,-5734.299829,-4540.967141,8152.952257,14771.35832,-681.5118116,-14488.76398,10986.40039,8266.256811,-3377.33643,14967.7929,-12696.3307,11058.6638,-14987.3993
21545.35257,2187.433392,-20166.5985,-5732.681465,-4538.532191,8149.18249,14761.63221,-681.1737797,-14480.79196,10979.25407,8261.954862,-3375.030038,14958.25817,-12689.91205,11052.41403,-14981.52745
21545.36105,2185.184805,-20156.32565,-5730.269812,-4536.007025,8146.443786,14751.50666,-680.8841124,-14472.06398,10972.91828,8257.734125,-3371.636106,14948.92702,-12683.96538,11045.25159,-14976.07398
21545.36952,2182.198204,-20146.28881,-5727.074422,-4533.398888,8144.739791,14741.01083,-680.6434292,-14462.60672,10967.40732,8253.605826,-3367.167962,14939.82421,-12678.50518,11037.19946,-14971.05225
21545.37798,2178.484388,-20136.51373,-5723.106839,-4530.715041,8144.071004,14730.17404,-680.4521872,-14452.44813,10962.73264,8249.580566,-3361.641656,14930.97302,-12673.54409,11028.28248,-14966.4739
21545.38642,2174.055334,-20127.02395,-5718.37985,-4527.962493,8144.435296,14719.02471,-680.310691,-14441.61625,10958.90285,8245.668047,-3355.074929,14922.39472,-12669.09269,11018.52619,-14962.34877
21545.39485,2168.927189,-20117.84666,-5712.910683,-4525.149756,8145.827361,14707.59741,-680.2191665,-14430.14619,10955.92597,8241.879492,-3347.491645,14914.11384,-12665.16222,11007.96315,-14958.68733
