RGT_2.A1ModJulian,RGT_2.Hellas_Planitia_GS.X,RGT_2.Hellas_Planitia_GS.Y,RGT_2.Hellas_Planitia_GS.Z,RGT_2.Valles_Marineris_GS.X,RGT_2.Valles_Marineris_GS.Y,RGT_2.Valles_Marineris_GS.Z,RGT_2.Schiaparelli_Crater_GS.X,RGT_2.Schiaparelli_Crater_GS.Y,RGT_2.Schiaparelli_Crater_GS.Z,RGT_2.Mawrth_Vallis_GS.X,RGT_2.Mawrth_Vallis_GS.Y,RGT_2.Mawrth_Vallis_GS.Z,RGT_2.Arcadia_Planitia_GS.X,RGT_2.Arcadia_Planitia_GS.Y,RGT_2.Arcadia_Planitia_GS.Z
21545.07211,6636.008423,5072.119055,-13105.82751,-2152.87048,-12524.19468,-1913.680711,-1210.7105,-6380.049556,-14422.39016,-3729.88464,-11570.19439,-7406.469255,-3729.88464,-11570.19439,-7406.469255
21545.08045,5906.43471,6798.497529,-12515.89335,-1808.393839,-12668.70176,-3842.705413,-1305.21723,-4611.190966,-15272.61985,-4558.794435,-10625.48421,-8916.80497,-4558.794435,-10625.48421,-8916.80497
21545.0888,5017.934034,8364.745961,-11725.18009,-1444.317135,-12511.84513,-5769.007366,-1393.434784,-2730.88141,-15842.22383,-5302.974301,-9426.984696,-10287.05688,-5302.974301,-9426.984696,-10287.05688
21545.09717,3990.024234,9733.166998,-10752.93628,-1070.730889,-12056.4653,-7647.170095,-1474.787519,-783.4828034,-16116.91113,-5945.892593,-8002.433661,-11483.61157,-5945.892593,-8002.433661,-11483.61157
21545.10554,2845.473272,10871.01697,-9622.288718,-697.6102156,-11312.32685,-9433.255844,-1548.613964,1185.490253,-16089.37693,-6473.298739,-6384.575987,-12477.31308,-6473.298739,-6384.575987,-12477.31308
21545.11393,1610.574996,11750.36483,-8360.463218,-334.838477,-10296.3373,-11084.49535,-1614.109971,3129.005261,-15759.39255,-6873.118767,-4611.514287,-13243.35887,-6873.118767,-4611.514287,-13243.35887
21545.12233,313.6124454,12349.72481,-6997.225951,8.345879286,-9031.579235,-12561.78057,-1670.397052,5001.241465,-15133.83404,-7136.18125,-2724.505906,-13762.7408,-7136.18125,-2724.505906,-13762.7408
21545.13074,-1015.100996,12653.92289,-5564.873813,323.3548478,-7547.256164,-13829.53563,-1716.490236,6757.494152,-14226.5852,-7256.12902,-767.9850601,-14022.13864,-7256.12902,-767.9850601,-14022.13864
21545.13917,-2344.052159,12654.73408,-4097.3671,602.5183389,-5878.022284,-14856.86898,-1751.328079,8355.519929,-13058.3439,-7229.695316,1211.643805,-14014.4822,-7229.695316,1211.643805,-14014.4822
21545.14761,-3641.338254,12351.1781,-2629.460332,839.2956973,-4063.13924,-15618.43562,-1773.799282,9756.670193,-11656.15964,-7056.824813,3167.196941,-13739.20881,-7056.824813,3167.196941,-13739.20881
21545.15606,-4875.394514,11749.61595,-1195.917705,1028.433959,-2145.625535,-16095.0741,-1782.770527,10926.81163,-10052.88022,-6740.71043,5051.782203,-13202.34158,-6740.71043,5051.782203,-13202.34158
21545.16452,-6015.781795,10863.68968,169.3388527,1166.107443,-171.2456618,-16274.36189,-1777.121146,11837.22691,-8286.418767,-6287.763779,6819.958648,-12416.42468,-6287.763779,6819.958648,-12416.42468
21545.173,-7034.255337,9713.686662,1434.444734,1250.03804,1813.195831,-16150.92851,-1755.772723,12465.54465,-6398.284965,-5707.310701,8429.348179,-11399.94657,-5707.310701,8429.348179,-11399.94657
21545.18149,-7904.782307,8326.698184,2569.535561,1279.473723,3759.743844,-15726.58219,-1717.733726,12795.80884,-4433.733101,-5011.703633,9840.607044,-10177.46358,-5011.703633,9840.607044,-10177.46358
21545.18999,-8604.799187,6735.494706,3548.198734,1255.269427,5621.515837,-15010.37485,-1662.134338,12819.36349,-2439.720154,-4215.794855,11019.33455,-8778.583876,-4215.794855,11019.33455,-8778.583876
21545.1985,-9115.462982,4978.370435,4347.678126,1179.85305,7353.055951,-14018.65326,-1588.286848,12535.0197,-464.5934057,-3336.912766,11936.39244,-7237.804325,-3336.912766,11936.39244,-7237.804325
21545.20702,-9422.567905,3096.834793,4950.087476,1057.096193,8912.851608,-12773.92233,-1495.666332,11948.91337,1444.670234,-2393.769646,12569.39626,-5592.455109,-2393.769646,12569.39626,-5592.455109
21545.21555,-9516.374251,1136.778019,5341.943985,892.3079465,10262.32047,-11305.60617,-1384.043719,11074.82354,3241.24505,-1407.116642,12902.26783,-3883.687693,-1407.116642,12902.26783,-3883.687693
21545.22408,-9392.349449,-854.6105149,5515.280842,691.9804255,11368.57943,-9648.163529,-1253.43044,9933.417424,4881.729234,-398.2794527,12926.52599,-2153.74111,-398.2794527,12926.52599,-2153.74111
21545.23263,-9051.083101,-2829.149872,5467.469935,463.6448667,12204.45143,-7840.752356,-1104.142923,8551.917204,6326.279217,610.9144494,12641.09593,-445.6393491,610.9144494,12641.09593,-445.6393491
21545.24117,-8498.364267,-4738.847125,5201.338046,215.6691989,12749.21546,-5926.331267,-936.8297656,6963.514535,7539.64279,1598.641306,12052.43582,1197.876034,1598.641306,12052.43582,1197.876034
21545.24973,-7745.276572,-6536.784942,4725.243562,-42.92539407,12989.18543,-3951.000742,-752.5270248,5206.943894,8491.945007,2543.430136,11174.64931,2735.163366,2543.430136,11174.64931,2735.163366
21545.25828,-6807.681388,-8179.198771,4052.715221,-302.8409552,12918.30656,-1961.950121,-552.5869149,3324.758584,9160.005405,3425.136207,10028.8499,4127.514041,3425.136207,10028.8499,4127.514041
21545.26683,-5706.064532,-9625.886726,3202.204251,-554.678302,12538.13439,-6.986765341,-338.7412439,1362.857815,9527.496969,4225.05752,8642.870999,5339.546642,4225.05752,8642.870999,5339.546642
21545.27539,-4464.86086,-10841.58143,2196.469682,-789.2612268,11857.80449,1867.079474,-113.0502833,-631.0577403,9585.518876,4926.566523,7050.343177,6340.417488,4926.566523,7050.343177,6340.417488
21545.28394,-3112.313205,-11796.41822,1062.346743,-997.8193651,10894.05981,3614.944738,122.0330324,-2607.976966,9332.814506,5515.25251,5290.42396,7104.267241,5515.25251,5290.42396,7104.267241
21545.29249,-1678.91972,-12467.39781,-170.6685872,-1172.388464,9670.27107,5195.142209,363.8441962,-4520.131463,8775.723993,5979.677453,3405.690738,7611.462916,5979.677453,3405.690738,7611.462916
21545.30104,-197.7235278,-12838.19792,-1470.323069,-1305.87946,8216.561126,6569.712762,609.3599186,-6320.668384,7928.183152,6311.165504,1442.41006,7848.488868,6311.165504,1442.41006,7848.488868
21545.30958,1297.349016,-12900.06998,-2803.164809,-1392.402708,6568.370158,7706.162245,855.3889412,-7966.013931,6811.11336,6504.309935,-551.7432755,7808.6784,6504.309935,-551.7432755,7808.6784
21545.31811,2771.906273,-12651.78085,-4135.054912,-1427.381583,4765.868172,8577.747534,1098.552291,-9416.371012,5451.983577,6556.909571,-2528.34505,7492.171606,6556.909571,-2528.34505,7492.171606
21545.32664,4191.6789,-12099.81024,-5431.804802,-1407.707661,2853.33003,9164.089523,1335.298654,-10636.5354,3884.458086,6470.045274,-4439.090296,6906.088562,6470.045274,-4439.090296,6906.088562
21545.33515,5524.078225,-11257.99164,-6660.702957,-1331.847723,877.1047368,9452.041008,1562.086761,-11597.44196,2146.82667,6248.021692,-6237.968799,6064.139122,6248.021692,-6237.968799,6064.139122
21545.34366,6738.493622,-10147.13454,-7790.899242,-1199.870957,-1114.995753,9435.6196,1775.370923,-12276.3322,281.4125602,5898.171242,-7881.745576,4986.291981,5898.171242,-7881.745576,4986.291981
21545.35215,7806.817753,-8794.85423,-8793.973482,-1013.515668,-3074.440846,9116.271727,1971.6289,-12657.27834,-1666.021462,5430.780679,-9330.733297,3698.613033,5430.780679,-9330.733297,3698.613033
21545.36064,8704.853434,-7234.035215,-9645.327138,-776.0473575,-4954.474231,8502.667297,2147.564419,-12731.87116,-3648.673658,4858.531981,-10550.75466,2231.811609,4858.531981,-10550.75466,2231.811609
21545.36911,9411.949085,-5503.293506,-10323.90402,-492.3700093,-6709.483827,7610.823032,2299.998746,-12499.12778,-5618.067475,4196.62299,-11512.69422,621.6977962,4196.62299,-11512.69422,621.6977962
21545.37757,9912.546762,-3643.719456,-10813.71337,-168.5424196,-8298.581373,6462.593279,2426.159288,-11965.3185,-7527.95178,3461.513607,-12194.63683,-1093.847411,3461.513607,-12194.63683,-1093.847411
21545.38601,10195.31087,-1700.865026,-11103.02785,187.8762938,-9683.53915,5086.657454,2523.47489,-11144.18796,-9332.007227,2671.660417,-12580.70605,-2873.011324,2671.660417,-12580.70605,-2873.011324
21545.39444,10254.25929,278.6131209,-11185.49428,568.3821059,-10831.92915,3516.617614,2589.825755,-10056.25036,-10987.48259,1846.200404,-12662.61596,-4673.154623,1846.200404,-12662.61596,-4673.154623
21545.40286,10088.53955,2247.445411,-11059.93471,963.6375495,-11717.13593,1790.433699,2623.524796,-8728.258428,-12455.41673,1004.723369,-12439.36844,-6451.245106,1004.723369,-12439.36844,-6451.245106
21545.41127,9702.532049,4158.346087,-10730.43622,1363.590691,-12318.79197,-49.99014876,2623.359226,-7192.960837,-13701.1991,167.0396711,-11917.38358,-8164.408925,167.0396711,-11917.38358,-8164.408925
21545.41966,9105.437158,5966.639868,-10205.97789,1758.037937,-12623.72154,-1961.255324,2588.626329,-5487.103618,-14696.36242,-647.9424804,-11109.92079,-9772.299832,-647.9424804,-11109.92079,-9772.299832
21545.42804,8311.449184,7629.282961,-9500.535105,2136.453002,-12625.57894,-3897.552582,2519.158081,-3652.165469,-15417.90565,-1421.763588,-10037.28263,-11236.23179,-1421.763588,-10037.28263,-11236.23179
21545.43641,7338.881824,9107.633693,-8632.258293,2488.629756,-12325.32777,-5813.572818,2415.309898,-1731.755685,-15849.82531,-2137.623688,-8725.592102,-12521.65975,-2137.623688,-8725.592102,-12521.65975
21545.44477,6210.151143,10367.16017,-7623.386947,2804.676515,-11731.02093,-7664.29568,2277.993102,228.2734426,-15982.83358,-2780.220098,-7206.720658,-13597.9314,-2780.220098,-7206.720658,-13597.9314
21545.45311,4951.032259,11378.73015,-6499.508965,3075.376173,-10857.60939,-9406.60159,2108.65238,2181.434505,-15814.7815,-3336.312374,-5517.227674,-14439.43646,-3336.312374,-5517.227674,-14439.43646
21545.46145,3590.137424,12119.13255,-5289.00485,3292.387235,-9726.579354,-11000.0971,1909.258679,4081.528207,-15350.62985,-3794.938862,-3697.593142,-15026.07314,-3794.938862,-3697.593142,-15026.07314
21545.46978,2158.173038,12571.64335,-4022.286619,3448.47107,-8365.359629,-12408.13893,1682.272464,5883.83559,-14602.27936,-4147.671221,-1791.149148,-15343.74321,-4147.671221,-1791.149148,-15343.74321
21545.4781,687.0990195,12726.33448,-2730.947542,3537.672889,-6806.479737,-13598.71914,1430.582259,7546.264798,-13588.11671,-4388.772953,157.1179877,-15384.60698,-4388.772953,157.1179877,-15384.60698
21545.48641,-790.173376,12580.18224,-1447.382577,3555.442029,-5087.220084,-14544.79722,1157.531062,9029.805513,-12332.81466,-4515.209318,2101.052538,-15147.19271,-4515.209318,2101.052538,-15147.19271
21545.49472,-2240.888347,12137.2131,-203.6977102,3498.794967,-3248.381194,-15225.24581,866.8064293,10299.86765,-10866.53741,-4526.766768,3994.882885,-14636.48666,-4526.766768,3994.882885,-14636.48666
21545.50302,-3632.993522,11408.37446,968.8865514,3366.397369,-1333.531122,-15625.16644,562.4154662,11326.85867,-9224.358363,-4425.994146,5794.030267,-13863.80948,-4425.994146,5794.030267,-13863.80948
21545.51132,-4936.230492,10410.99735,2041.082202,3158.564209,612.5560257,-15736.2583,248.5321443,12087.08406,-7444.941091,-4218.057685,7456.612777,-12846.27667,-4218.057685,7456.612777,-12846.27667
21545.51354,-5266.886507,10100.77011,2307.974255,3090.224794,1133.849756,-15716.55353,163.309363,12243.15318,-6949.779283,-4145.003958,7874.126592,-12534.586,-4145.003958,7874.126592,-12534.586
