COMPASS_1_1.A1ModJulian	COMPASS_5_3.Hellas_Planitia_GS.X	COMPASS_5_3.Hellas_Planitia_GS.Y	COMPASS_5_3.Hellas_Planitia_GS.Z	COMPASS_5_3.Valles_Marineris_GS.X	COMPASS_5_3.Valles_Marineris_GS.Y	COMPASS_5_3.Valles_Marineris_GS.Z	COMPASS_5_3.Schiaparelli_Crater_GS.X	COMPASS_5_3.Schiaparelli_Crater_GS.Y	COMPASS_5_3.Schiaparelli_Crater_GS.Z	COMPASS_5_3.Mawrth_Vallis_GS.X	COMPASS_5_3.Mawrth_Vallis_GS.Y	COMPASS_5_3.Mawrth_Vallis_GS.Z	COMPASS_5_3.Arcadia_Planitia_GS.X	COMPASS_5_3.Arcadia_Planitia_GS.Y	COMPASS_5_3.Arcadia_Planitia_GS.Z
30988.50043	4912.825794	16772.77524	12788.82992	18712.62349	-1792.092936	-18033.89008	14971.47614	16814.13743	-11170.54108	6417.00044	8718.239338	-24606.12554	18593.37446	-14601.15205	-6136.075979
30988.50112	4935.570328	16749.55437	12805.97844	18734.97816	-1782.025331	-18006.51296	14998.9714	16798.11815	-11152.15664	6452.369315	8715.164382	-24596.62913	18597.66513	-14589.168	-6170.551584
30988.503	4996.767477	16687.61713	12851.14995	18794.5063	-1755.827934	-17933.08359	15072.33476	16754.7621	-11103.57838	6546.708825	8706.184721	-24571.3072	18609.34339	-14556.49115	-6262.299165
30988.50839	5171.581406	16515.10308	12972.49706	18959.65632	-1688.124973	-17725.26657	15277.01645	16628.96497	-10971.94777	6809.600818	8674.931542	-24500.90005	18643.84269	-14459.76465	-6516.267495
30988.52289	5629.089235	16096.04934	13237.45293	19358.81614	-1560.946265	-17196.47732	15779.33602	16287.72304	-10678.09397	7451.56314	8554.815726	-24331.85086	18743.43229	-14184.36454	-7124.015594
30988.5432	6223.095136	15630.61273	13468.87566	19808.24153	-1507.780899	-16549.77724	16360.51807	15824.42587	-10412.36122	8182.721884	8316.962103	-24153.34798	18898.88037	-13782.91663	-7785.609274
30988.5643	6754.255849	15310.88594	13558.26883	20141.20531	-1584.847111	-16024.8544	16806.62975	15397.48768	-10307.21268	8723.779794	8018.897461	-24049.60856	19074.87712	-13383.91982	-8235.24774
30988.5855	7167.693165	15164.05717	13520.99198	20340.66705	-1765.814401	-15676.509	17087.52855	15062.13629	-10357.3522	9036.534159	7709.416411	-24032.73095	19255.18221	-13042.75846	-8447.327128
30988.6067	7429.490997	15188.46276	13385.97361	20406.97397	-2012.454527	-15527.72816	17196.65543	14853.11078	-10535.57498	9117.050897	7432.768251	-24098.65931	19421.94256	-12799.26365	-8431.049497
30988.6279	7510.60485	15370.80561	13182.75596	20341.58696	-2282.698637	-15589.52173	17131.0723	14795.97357	-10806.7944	8969.805796	7230.235243	-24234.3982	19552.99382	-12685.95734	-8204.967583
30988.6491	7386.491246	15688.42846	12939.07746	20145.49159	-2533.143217	-15862.45358	16889.68093	14907.22392	-11130.86421	8604.999796	7138.63105	-24419.3115	19622.55809	-12727.57615	-7793.754303
30988.67031	7038.279414	16110.66315	12679.35445	19819.05952	-2721.386099	-16336.79141	16473.15812	15193.55338	-11464.8011	8037.841337	7188.40333	-24626.29861	19602.60876	-12939.86814	-7226.723621
30988.69151	6453.880358	16600.50393	12423.4279	19362.1373	-2808.336612	-16993.01266	15884.03044	15651.48397	-11765.12226	7287.818615	7401.976488	-24823.31906	19464.47406	-13328.7372	-6536.314831
30988.71271	5628.805857	17116.61783	12185.61343	18774.25235	-2760.353013	-17802.80651	15126.74314	16267.54388	-11990.20745	6377.828518	7792.5171	-24975.21796	19180.53848	-13889.9074	-5756.477794
30988.73392	4566.548129	17615.62974	11974.08757	18054.85512	-2551.067607	-18730.60757	14207.6302	17019.04549	-12102.56527	5333.109035	8363.247163	-25045.75835	18725.90373	-14609.19703	-4920.96763
30988.75512	3278.84676	18054.38426	11790.71491	17203.81903	-2162.861982	-19735.26663	13135.08863	17875.17259	-12070.83439	4180.380127	9107.157272	-24999.71819	18080.06114	-15463.1494	-4061.922476
30988.77632	1785.067083	18392.41655	11631.16885	16221.6508	-1587.763786	-20772.42917	11919.28531	18798.8518	-11871.49167	2946.489095	10007.54063	-24804.98446	17228.15552	-16420.49728	-3208.201005
30988.79753	111.9101308	18594.01944	11485.54451	15110.19616	-828.0118533	-21796.5141	10572.4214	19748.4954	-11490.12704	1657.748878	11038.65936	-24434.51561	16162.32565	-17443.5889	-2384.432485
30988.81873	-1707.94949	18630.27733	11339.21627	13872.85506	104.1620621	-22763.28938	9108.349746	20680.45709	-10922.18581	338.727579	12167.31815	-23868.01072	14882.3331	-18490.63111	-1609.876272
30988.83993	-3636.939432	18480.59652	11174.05581	12515.14404	1187.08125	-23631.96154	7542.62532	21551.2467	-10173.24189	-988.3401112	13354.50318	-23093.3059	13396.13694	-19517.79331	-897.9470006
30988.86114	-5634.207356	18133.85405	10969.84184	11044.98723	2390.806097	-24367.28343	5892.259314	22319.93041	-9258.676291	-2304.226687	14557.52636	-22107.30864	11719.87878	-20481.62318	-255.9162972
30988.88234	-7657.270261	17589.02124	10705.82685	9472.998446	3678.713648	-24941.28312	4175.532495	22950.33083	-8202.847438	-3593.093158	15732.30117	-20916.48641	9877.528643	-21341.37527	314.9624482
30988.90354	-9663.786431	16855.2347	10362.35332	7812.610851	5009.474885	-25334.61689	2411.727563	23412.9974	-7037.748428	-4842.694289	16835.73292	-19536.82729	7900.083989	-22061.22621	818.9973222
30988.92475	-11613.45168	15951.22364	9922.385497	6079.933341	6339.396812	-25537.44337	620.6876492	23686.81455	-5801.139167	-6044.454664	17828.12538	-17993.15263	5824.227087	-22612.25053	1265.307292
30988.94595	-13469.14213	14904.49636	9373.041034	4294.027157	7624.462282	-25549.69955	-1177.067621	23760.0548	-4534.759986	-7192.943618	18675.07337	-16318.44173	3691.345338	-22973.83114	1666.654128
30988.96715	-15198.79236	13749.66713	8706.720656	2476.244453	8823.004012	-25380.97766	-2961.076818	23631.089	-3281.770633	-8285.737132	19349.55155	-14552.03723	1545.361824	-23134.90985	2038.287984
30988.98835	-16776.22426	12526.74992	7922.127482	650.1308789	9897.727135	-25049.79225	-4710.955719	23308.43654	-2084.597474	-9322.635191	19833.2094	-12738.1128	-568.7510192	-23094.49837	2396.47529
30989.00955	-18182.08322	11278.96105	7024.846557	-1159.171333	10817.78481	-24582.40706	-6406.805203	22810.32393	-982.5503374	-10305.02243	20117.41161	-10923.54014	-2606.969582	-22861.76251	2757.070146
30989.03075	-19404.31225	10050.38505	6027.555899	-2925.538395	11560.43453	-24011.22387	-8029.519107	22163.69106	-9.66958347	-11235.09377	20203.69293	-9155.672981	-4528.075553	-22455.5166	3134.094747
30989.05195	-20438.29849	8883.527392	4949.763316	-4622.6568	12112.27404	-23372.80122	-9561.161748	21402.67022	807.1775984	-12115.10999	20103.64146	-7479.999273	-6295.473892	-21903.15014	3538.465393
30989.07315	-21286.38299	7817.245088	3817.41272	-6224.439255	12469.82868	-22705.81487	-10984.93765	20566.86205	1449.602706	-12946.46537	19838.25721	-5938.29808	-7878.342649	-21239.2237	3976.816073
30989.09435	-21957.37428	6884.518976	2661.833865	-7705.970914	12639.81957	-22048.74802	-12285.60202	19699.13113	1908.824916	-13729.10114	19436.82993	-4566.471858	-9253.049698	-20503.5623	4450.685929
30989.11555	-22465.56455	6110.713873	1518.501562	-9044.189253	12638.76673	-21437.67437	-13449.60344	18843.3043	2186.136246	-14460.90631	18935.34383	-3392.924531	-10403.93858	-19739.10868	4955.963949
30989.13675	-22829.55076	5512.165319	425.3998481	-10218.67347	12492.06053	-20904.11857	-14465.32702	18041.72097	2292.848321	-15137.36835	18374.463	-2437.189476	-11323.85238	-18989.52176	5482.742585
30989.15795	-23070.76158	5095.42576	-578.5470173	-11212.06489	12232.55164	-20473.31412	-15323.04688	17333.05127	2249.63116	-15751.25725	17797.37233	-1709.267362	-12013.99108	-18296.90344	6015.426611
30989.17915	-23211.96288	4856.927436	-1455.182829	-12010.4935	11898.81862	-20162.7604	-16014.93801	16750.26601	2085.443405	-16292.55312	17247.50552	-1209.312484	-12483.50584	-17699.5866	6533.189191
30989.20035	-23275.78611	4783.097045	-2169.171784	-12604.18595	11532.99286	-19981.08665	-16535.31425	16318.68232	1835.946641	-16748.7887	16766.04042	-927.6300201	-12748.88658	-17229.88855	7010.956253
30989.22155	-23283.21629	4851.185653	-2689.460408	-12987.45587	11178.54157	-19927.60799	-16880.42005	16054.75912	1541.603211	-17105.29167	16389.80696	-845.4988177	-12832.69697	-16912.52461	7420.404008
30989.24275	-23252.29596	5030.473261	-2990.930475	-13158.89637	10877.855	-19992.2614	-17048.4959	15965.11933	1245.462143	-17345.84369	16149.20517	-936.2171659	-12762.2528	-16763.17876	7731.398782
30989.26395	-23197.01408	5283.973625	-3055.629036	-13121.26585	10669.93255	-20156.1413	-17039.68555	16046.21916	990.8062571	-17453.40526	16066.56382	-1166.663123	-12567.99016	-16787.67511	7913.51517
30989.28515	-23126.47913	5570.468797	-2873.63388	-12881.20844	10588.28017	-20392.53552	-16855.90461	16284.58393	818.8071123	-17410.93889	16154.96284	-1499.167438	-12281.72195	-16981.70387	7937.603585
30989.30635	-23044.43661	5846.690984	-2443.627024	-12448.93847	10659.1067	-20668.32864	-16500.77069	16657.49261	766.3230301	-17202.34072	16417.50531	-1893.494494	-11934.96523	-17331.01689	7777.367008
30989.32755	-22949.11125	6069.731184	-1773.046585	-11837.7627	10899.84533	-20945.85536	-15979.49171	17134.22392	863.829243	-16813.41963	16847.12144	-2309.045149	-11557.24086	-17812.19956	7410.898022
30989.34875	-22833.41706	6199.37428	-877.7570135	-11063.4835	11318.22335	-21184.99434	-15298.71723	17677.74591	1133.766	-16232.7918	17426.97535	-2707.010785	-11174.56408	-18393.96515	6821.96409
30989.36996	-22685.51879	6200.277432	218.612225	-10143.803	11911.82275	-21345.39302	-14466.44208	18246.7019	1589.295775	-15452.73888	18131.35227	-3052.36686	-10808.20666	-19038.82691	6001.089088
30989.39116	-22489.68912	6043.892915	1485.801672	-9097.606537	12668.24072	-21388.74384	-13491.83091	18797.68828	2233.595045	-14469.86376	18927.09186	-3315.671782	-10473.72442	-19705.16896	4946.250536
30989.41236	-22227.48195	5710.064045	2888.039083	-7944.523662	13565.59575	-21280.95743	-12385.30479	19287.50172	3059.516846	-13285.83369	19775.22001	-3474.4657	-10180.4303	-20349.36966	3663.500326
30989.43356	-21879.02949	5188.119352	4385.939111	-6704.078759	14573.85879	-20994.16142	-11158.22585	19675.62157	4050.067256	-11907.51322	20633.23448	-3514.387222	-9931.10527	-20928.325	2166.771354
30989.45476	-21424.54143	4477.505416	5938.082355	-5395.304148	15656.34939	-20508.35969	-9822.962405	19926.34048	5179.178309	-10347.24151	21457.2878	-3429.720029	-9722.23843	-21401.69599	477.6962355
30989.47596	-20845.71781	3587.702059	7503.142773	-4036.032868	16771.90759	-19812.57782	-8392.556355	20010.74875	6413.283122	-8622.416331	22204.7076	-3223.461336	-9544.560383	-21734.18121	-1375.432202
30989.49716	-20127.32409	2537.916069	9041.276154	-2642.895543	17876.82016	-18905.75311	-6881.00698	19908.23905	7712.784838	-6755.554611	22836.08241	-2906.937052	-9384.016185	-21897.30435	-3358.261206
30989.51837	-19258.43562	1355.936859	10516.08861	-1230.845373	18927.36693	-17796.889	-5302.956852	19607.6786	9034.3502	-4773.427522	23317.54086	-2498.912835	-9222.934753	-21871.04779	-5432.020393
30989.53957	-18233.63761	76.75936924	11895.95734	186.8080694	19882.06562	-16504.85461	-3673.779205	19108.03576	10333.07302	-2706.473083	23622.52308	-2024.329944	-9041.479598	-21644.92955	-7554.869492
30989.56077	-17053.75661	-1259.441637	13155.40589	1598.565178	20704.03065	-15057.41608	-2009.301936	18418.39918	11565.01447	-587.5960174	23733.26774	-1512.608782	-8819.197677	-21218.56398	-9683.851899
30989.58197	-15726.45441	-2609.360311	14275.81454	2994.481983	21362.8539	-13490.03122	-325.8661955	17557.51403	12689.40229	1548.720079	23641.71757	-995.7923686	-8536.647126	-20601.68114	-11776.44547
30989.60317	-14266.47354	-3928.815532	15245.85727	4365.884183	21836.22787	-11844.22983	1359.689367	16552.84312	13670.74216	3667.447864	23349.98553	-506.5336216	-8176.987267	-19813.66257	-13792.17379
30989.62437	-12695.23992	-5175.300491	16061.71548	5705.253162	22111.22027	-10165.36283	3030.369922	15438.9699	14480.82697	5734.461779	22870.21779	-75.95161829	-7727.372048	-18882.40894	-15694.47169
30989.64557	-11040.57217	-6310.020518	16726.57132	7005.606921	22184.8889	-8500.67031	4668.831527	14255.93556	15100.03736	7717.254194	22224.00537	268.2749146	-7180.244858	-17842.99695	-17451.69186
30989.66677	-9335.350154	-7300.272492	17250.09641	8260.45618	22064.48088	-6896.514808	6257.955065	13046.80121	15518.53481	9586.482805	21441.08212	503.8066872	-6534.139068	-16735.54833	-19038.69043
30989.68798	-7616.731762	-8120.883628	17647.22364	9463.070673	21766.99686	-5396.520313	7780.572437	11855.6414	15736.56347	11316.32016	20557.87796	615.0496337	-5794.397575	-15603.33777	-20437.13372
30989.70918	-5924.584904	-8755.682175	17936.92681	10606.23405	21318.3276	-4039.26886	9219.787213	10725.09338	15764.49423	12885.34435	19615.54439	594.3462703	-4973.364486	-14490.40552	-21636.11019
30989.73038	-4299.620587	-9198.441519	18140.75142	11682.10525	20751.78242	-2856.214734	10559.37677	9693.906182	15622.21948	14277.25779	18657.59945	442.6629889	-4090.072338	-13439.02961	-22632.34963
30989.75158	-2781.942298	-9453.085396	18281.1461	12681.82156	20106.33565	-1870.381417	11783.77859	8795.036034	15338.01143	15480.90078	17727.71594	169.786165	-3169.768436	-12487.62112	-23429.69784
30989.76293	-2026.71826	-9516.544357	18337.86868	13182.35672	19743.02659	-1428.704024	12386.85795	8377.317603	15139.48073	16045.68789	17255.9395	-20.08312966	-2672.2368	-12030.88411	-23778.21099
