COMPASS_1_1.A1ModJulian	COMPASS_2_2.Hellas_Planitia_GS.X	COMPASS_2_2.Hellas_Planitia_GS.Y	COMPASS_2_2.Hellas_Planitia_GS.Z	COMPASS_2_2.Valles_Marineris_GS.X	COMPASS_2_2.Valles_Marineris_GS.Y	COMPASS_2_2.Valles_Marineris_GS.Z	COMPASS_2_2.Schiaparelli_Crater_GS.X	COMPASS_2_2.Schiaparelli_Crater_GS.Y	COMPASS_2_2.Schiaparelli_Crater_GS.Z	COMPASS_2_2.Mawrth_Vallis_GS.X	COMPASS_2_2.Mawrth_Vallis_GS.Y	COMPASS_2_2.Mawrth_Vallis_GS.Z	COMPASS_2_2.Arcadia_Planitia_GS.X	COMPASS_2_2.Arcadia_Planitia_GS.Y	COMPASS_2_2.Arcadia_Planitia_GS.Z
30988.50043	-7294.914108	18147.26823	-16975.0791	-11074.31561	-13966.64154	-19185.86645	-13733.06879	6683.877604	-21669.84395	-20795.78973	-4827.787294	-13986.44391	3877.675394	-2749.35312	19936.73528
30988.50112	-7275.357611	18170.71211	-16954.2343	-11041.58804	-13977.53262	-19199.16563	-13703.74451	6699.355338	-21686.18728	-20779.42421	-4825.544509	-14019.51531	3912.141638	-2760.663804	19929.61319
30988.503	-7222.575808	18234.44682	-16896.84743	-10952.31254	-14006.47636	-19235.68179	-13623.84054	6742.069338	-21730.14354	-20734.74265	-4818.659005	-14109.50104	4005.745494	-2792.134366	19909.88489
30988.50839	-7070.46689	18421.82794	-16722.0888	-10687.19706	-14086.07326	-19345.98818	-13387.25966	6872.909892	-21855.44169	-20601.66841	-4791.896683	-14374.76395	4280.247282	-2890.623079	19848.74466
30988.52289	-6662.071371	18951.07901	-16179.98517	-9915.020836	-14268.70274	-19679.39529	-12703.12328	7282.830866	-22179.00335	-20209.79244	-4666.286613	-15130.69072	5052.375089	-3214.569935	19649.62903
30988.5432	-6101.861117	19734.19393	-15241.20074	-8696.817152	-14429.08467	-20225.90982	-11634.13301	7994.480773	-22578.04586	-19574.34549	-4350.184985	-16272.92872	6196.847926	-3813.073378	19274.93414
30988.5643	-5548.480208	20562.52845	-14044.89912	-7279.276499	-14450.41705	-20869.05016	-10399.19856	8889.127774	-22891.17478	-18801.88339	-3839.988259	-17524.53076	7428.770872	-4607.032174	18750.05191
30988.5855	-5032.282939	21366.83469	-12624.06314	-5720.410543	-14298.52924	-21561.15568	-9045.514092	9922.968591	-23066.82941	-17904.69494	-3139.948814	-18804.03875	8672.305832	-5565.207781	18066.19276
30988.6067	-4560.209149	22100.8728	-10998.41157	-4048.90837	-13956.81043	-22263.80593	-7593.04862	11060.81554	-23074.38005	-16880.66707	-2260.264706	-20061.7873	9886.662118	-6660.007782	17211.11358
30988.6279	-4131.446852	22724.22098	-9192.338564	-2290.961868	-13419.11002	-22938.19613	-6058.789211	12263.89974	-22892.89657	-15727.8179	-1219.774822	-21254.52339	11039.26563	-7858.231076	16176.6737
30988.6491	-3739.718019	23202.00273	-7236.848508	-473.2064918	-12689.47989	-23545.71033	-4459.743633	13489.81639	-22510.99367	-14446.91169	-45.82965962	-22343.92702	12103.51682	-9121.078408	14960.8389
30988.67031	-3374.32957	23506.46795	-5168.821147	1377.50246	-11781.96705	-24049.93425	-2813.186964	14694.46985	-21927.37895	-13042.35209	1226.976678	-23297.9298	13059.30136	-10405.937	13568.51736
30988.69151	-3021.301655	23618.47206	-3029.582587	3234.768227	-10719.87744	-24418.77676	-1136.513849	15834.41194	-21150.96763	-11522.65346	2558.635503	-24092.10617	13893.54424	-11668.63825	12011.87366
30988.71271	-2664.680949	23528.51409	-863.2251441	5073.314709	-9534.54139	-24626.38363	552.9182177	16869.17	-20200.45704	-9900.698008	3905.858411	-24710.67409	14600.39714	-12865.8211	10310.26045
30988.73392	-2287.943056	23237.23013	1285.385689	6869.717447	-8263.541599	-24654.72136	2238.063346	17763.48744	-19103.28407	-8193.633934	5224.497191	-25147.05731	15181.07081	-13957.34113	8489.626377
30988.75512	-1875.527961	22755.40423	3372.078421	8602.555888	-6948.931282	-24494.72258	3901.997212	18489.04068	-17894.38972	-6422.991019	6471.66353	-25403.82325	15643.12269	-14908.2144	6582.042292
30988.77632	-1414.146524	22103.2924	5355.784652	10253.27824	-5634.631178	-24146.95246	5528.492232	19026.18289	-16614.0752	-4613.775491	7608.378188	-25492.32213	15999.66612	-15690.77445	4624.061281
30988.79753	-894.191976	21309.67175	7199.575596	11805.90877	-4364.468578	-23621.80782	7101.600563	19364.76993	-15306.23709	-2794.375586	8601.281342	-25431.66884	16267.9918	-16285.8618	2655.908879
30988.81873	-310.7084318	20410.15337	8872.609926	13247.56794	-3179.510153	-22939.0761	8606.141312	19504.84846	-14015.74674	-995.3024316	9424.70416	-25247.43836	16468.2194	-16684.05312	719.4216434
30988.83993	335.7294288	19445.36478	10350.98232	14568.19155	-2116.056257	-22127.10136	10027.52669	19456.56722	-12786.26863	751.4981844	10061.87188	-24969.96982	16621.65968	-16886.04422	-1143.355736
30988.86114	1038.555896	18458.72178	11618.62425	15760.46649	-1203.622356	-21221.40255	11351.92209	19239.64698	-11657.87689	2413.8147	10505.8567	-24632.43943	16749.20434	-16902.64211	-2892.013035
30988.88234	1785.069683	17494.10022	12667.67515	16819.54319	-463.3754121	-20262.92647	12566.29178	18882.30456	-10664.9529	3960.261116	10759.92647	-24268.79479	16869.74175	-16754.16445	-4489.420469
30988.90354	2556.676711	16593.45194	13498.48421	17742.69933	93.00903998	-19295.96862	13658.4909	18419.71281	-9834.351705	5361.419594	10837.35866	-23911.65674	16998.71669	-16469.3279	-5903.288219
30988.92475	3329.556372	15794.47032	14119.22693	18528.98701	463.9823008	-18365.82526	14617.42478	17892.02964	-9183.942271	6591.005552	10760.68452	-23590.29154	17146.92675	-16083.63453	-7107.576617
30988.94595	4075.40432	15128.75525	14544.93087	19178.58422	658.0798124	-17516.685	15432.89637	17342.33008	-8721.853493	7626.510949	10560.45218	-23328.90075	17319.56787	-15637.51546	-8083.210964
30988.96715	4762.823133	14619.91759	14796.50417	19692.53985	693.541781	-16789.12636	16095.94084	16814.14927	-8445.906817	8450.306179	10273.55152	-23145.05589	17515.69164	-15174.0494	-8819.067053
30988.98835	5358.627117	14282.43426	14899.23715	20072.22146	597.2533404	-16218.16063	16598.77781	16349.20358	-8343.867861	9050.048461	9941.217314	-23048.64723	17727.98332	-14736.68346	-9312.093155
30989.00955	5829.467752	14120.8254	14881.24693	20318.98607	403.292773	-15831.35513	16934.97984	15985.09266	-8394.101387	9419.136206	9606.776154	-23041.20939	17942.9675	-14366.84659	-9567.3077
30989.03075	6143.483291	14129.42078	14771.78079	20433.88022	151.0618758	-15647.39485	17099.58889	15753.25241	-8566.775743	9556.849517	9313.278631	-23115.75282	18141.5947	-14101.69079	-9597.342849
30989.05195	6271.92082	14292.70121	14599.49838	20417.4248	-116.8899932	-15675.12465	17089.22028	15677.25024	-8825.530625	9468.222831	9101.140202	-23257.1053	18300.19193	-13972.06732	-9421.608382
30989.07315	6190.601164	14586.1366	14390.88769	20269.50478	-357.1358635	-15913.11041	16902.1555	15771.53896	-9129.425408	9163.691927	9005.991623	-23442.69439	18391.67113	-14000.89083	-9065.186727
30989.09435	5881.298041	14977.51254	14168.81958	19989.41021	-527.7687111	-16349.67571	16538.48041	16040.62824	-9435.18542	8658.569159	9056.693903	-23643.78657	18387.0409	-14201.84693	-8557.49292
