COMPASS_1_1.A1ModJulian,COMPASS_4_1.Hellas_Planitia_GS.X,COMPASS_4_1.Hellas_Planitia_GS.Y,COMPASS_4_1.Hellas_Planitia_GS.Z,COMPASS_4_1.Valles_Marineris_GS.X,COMPASS_4_1.Valles_Marineris_GS.Y,COMPASS_4_1.Valles_Marineris_GS.Z,COMPASS_4_1.Schiaparelli_Crater_GS.X,COMPASS_4_1.Schiaparelli_Crater_GS.Y,COMPASS_4_1.Schiaparelli_Crater_GS.Z,COMPASS_4_1.Mawrth_Vallis_GS.X,COMPASS_4_1.Mawrth_Vallis_GS.Y,COMPASS_4_1.Mawrth_Vallis_GS.Z,COMPASS_4_1.Arcadia_Planitia_GS.X,COMPASS_4_1.Arcadia_Planitia_GS.Y,COMPASS_4_1.Arcadia_Planitia_GS.Z
30988.50043,8144.464091,20588.92533,-12191.5997,2659.739597,-21159.2557,-14003.22303,1122.962787,2499.244619,-27055.46706,-8532.437153,-11777.16696,-22264.97455,17441.90107,2645.063899,12579.43887
30988.50112,8076.588625,20611.12916,-12202.01095,2614.129061,-21138.75874,-14055.26183,1065.902681,2543.384671,-27053.39744,-8593.282443,-11738.51103,-22261.50281,17407.05633,2600.924901,12624.67244
30988.503,7893.183344,20670.05897,-12229.69009,2491.008497,-21082.5206,-14195.10085,911.9781949,2662.293085,-27046.7344,-8756.971485,-11633.73698,-22251.2729,17312.29091,2481.78386,12745.92128
30988.50839,7362.672673,20831.80449,-12306.19478,2135.773505,-20912.96384,-14593.23997,468.7472465,3003.205306,-27018.78204,-9224.6581,-11328.14152,-22214.71065,17033.14486,2138.286848,13088.76736
30988.52289,5919.77629,21207.16707,-12490.70546,1174.14042,-20402.5207,-15628.42152,-723.7509754,3906.260918,-26879.75045,-10455.49681,-10480.28283,-22062.84574,16235.96381,1214.256453,13964.8732
30988.5432,3880.990104,21579.42965,-12706.07875,-182.8487474,-19568.24809,-16971.62062,-2385.004938,5115.733318,-26534.74901,-12101.47549,-9250.484163,-21716.4881,15013.63804,-58.02487403,15073.40111
30988.5643,1779.295588,21770.46478,-12893.32002,-1594.991704,-18583.15667,-18206.17346,-4082.070006,6269.308487,-26007.57918,-13697.41786,-7959.026414,-21193.24975,13631.78018,-1315.153321,16072.78616
30988.5855,-273.1091575,21764.28071,-13063.87988,-3004.273202,-17510.00032,-19256.77103,-5738.675137,7289.277267,-25331.69659,-15169.08197,-6690.650957,-20509.9324,12155.11125,-2473.275001,16921.13585
30988.6067,-2226.727978,21571.94798,-13236.28998,-4391.554351,-16394.5475,-20102.08733,-7329.339869,8144.077773,-24542.74448,-16499.54799,-5492.46584,-19686.79438,10621.19491,-3493.658045,17620.60903
30988.6279,-4042.528813,21215.23186,-13427.36575,-5740.73025,-15281.25753,-20735.48993,-8834.916409,8815.21517,-23680.36238,-17682.19917,-4403.113164,-18751.09359,9067.929201,-4349.540537,18182.49853
30988.6491,-5687.15235,20724.14105,-13650.15755,-7034.700148,-14213.43904,-21160.92913,-10237.73175,9294.402082,-22787.00805,-18715.24633,-3454.541639,-17736.88524,7535.723915,-5023.540529,18622.57117
30988.67031,-7133.434035,20135.23028,-13912.73296,-8255.1221,-13231.28508,-21392.0921,-11521.24505,9583.563501,-21905.83171,-19600.62104,-2670.774275,-16683.64606,6066.281863,-5508.113285,18959.35263
30988.69151,-8361.337041,19489.61552,-14217.32287,-9382.757229,-12369.74373,-21451.46154,-12670.26447,9694.681623,-21078.33769,-20343.2508,-2066.666739,-15634.41093,4700.812172,-5805.903515,19212.63651
30988.71271,-9358.593088,18830.74578,-14559.82395,-10397.95074,-11656.6458,-21368.94229,-13671.188,9649.12576,-20342.12257,-20950.26111,-1647.128009,-14633.68036,3478.1977,-5929.578533,19401.98879
30988.73392,-10121.03138,18201.99878,-14929.71592,-11281.26765,-11111.17343,-21180.08747,-14512.28908,9476.461548,-19728.77842,-21430.15526,-1406.858965,-13725.15,2433.161666,-5901.117906,19545.32299
30988.75512,-10652.30861,17644.44932,-15310.27597,-12013.94401,-10742.94841,-20924.08254,-15183.74044,9212.858019,-19262.29251,-21791.85058,-1330.714112,-12949.7009,1594.897563,-5750.601171,19657.57651
30988.77632,-10963.61167,17194.48266,-15679.34417,-12578.76866,-10551.39395,-20641.46807,-15677.98563,8899.061687,-18957.58859,-22043.9755,-1394.487808,-12343.10642,985.4814301,-5514.545882,19749.6678
30988.79753,-11072.65315,16881.99175,-16010.21917,-12960.5027,-10525.89596,-20371.93542,-15989.64169,8578.250786,-18819.8579,-22194.01614,-1566.270855,-11934.45343,619.1405887,-5233.954389,19827.65292
30988.81873,-11002.6423,16728.63742,-16273.05517,-13146.64909,-10646.3224,-20152.05176,-16115.71054,8293.616354,-18844.18318,-22247.78415,-1808.191015,-11744.49167,501.4618617,-4952.034165,19892.26358
30988.83993,-10780.87359,16746.7363,-16436.34004,-13127.91629,-10884.14932,-20013.27742,-16055.53182,8086.056362,-19015.84637,-22208.9381,-2078.466987,-11784.65089,629.2711568,-4711.879243,19938.75312
30988.86114,-10437.21125,16938.56442,-16468.5968,-12898.70041,-11204.008,-19980.21938,-15810.78846,7991.926076,-19311.11321,-22078.74522,-2333.692935,-12056.40787,990.8126772,-4554.10483,19957.11858
30988.88234,-10002.48171,17296.2273,-16340.12005,-12457.42006,-11565.61085,-20069.2914,-15385.44391,8041.051804,-19698.52444,-21856.03629,-2531.20595,-12551.18876,1566.366739,-4514.629785,19932.66397
30988.90354,-9506.865915,17802.08407,-16024.67852,-11806.71208,-11925.95414,-20287.83492,-14785.63588,8255.091887,-20140.61788,-21537.36711,-2631.423451,-13250.78568,2329.249799,-4622.70539,19846.88199
30988.92475,-8978.337363,18429.76746,-15501.02218,-10953.38587,-12241.69371,-20633.79408,-14019.45288,8646.39039,-20596.02312,-21117.33371,-2600.000513,-14128.35583,3247.231896,-4899.344213,19678.58268
30988.94595,-8441.449506,19145.4803,-14754.31905,-9908.485924,-12471.42552,-21095.81832,-13096.91679,9217.227243,-21021.61854,-20589.1904,-2409.695709,-15149.58438,4283.913939,-5356.124875,19405.26825
30988.96715,-7916.12482,19909.96104,-13777.09495,-8686.842969,-12578.01715,-21654.02122,-12029.61405,9959.758828,-21374.99577,-19945.43472,-2041.864681,-16274.59225,5400.674674,-5994.601665,19004.57309
30988.98835,-7416.953754,20680.50377,-12570.02769,-7306.821991,-12530.58628,-22281.08712,-10830.61264,10856.35641,-21616.71383,-19178.66413,-1487.500108,-17459.77663,6558.333687,-6806.150722,18455.81725
30989.00955,-6952.716996,21413.30516,-11142.23286,-5789.758755,-12306.2123,-22943.87456,-9514.200229,11880.56117,-21712.49855,-18282.39984,-747.7437851,-18660.01937,7719.001153,-7772.428351,17741.48518
30989.03075,-6526.296275,22065.84419,-9511.145505,-4159.326832,-11891.19271,-23605.3413,-8095.647589,12998.51087,-21635.13823,-17251.93164,166.1620992,-19830.91607,8847.775475,-8866.355397,16848.57986
30989.05195,-6134.924466,22599.21629,-7701.863708,-2440.719416,-11281.74768,-24226.72976,-6590.875225,14170.8444,-21365.9681,-16085.03566,1233.548648,-20931.00609,9914.302404,-10053.6555,15769.69289
30989.07315,-5770.873531,22980.12854,-5746.541129,-660.2105752,-10484.3219,-24769.69753,-5016.494703,15354.61684,-20895.94428,-14782.87506,2425.252066,-21923.54543,10893.78801,-11294.49561,14504.05575
30989.09435,-5422.321593,23182.7877,-3682.96983,1155.760928,-9515.225126,-25198.63183,-3389.45638,16505.72929,-20226.18903,-13350.4726,3705.260513,-22778.3479,11768.00839,-12545.73854,13058.02133
30989.11555,-5074.532526,23190.29044,-1553.097885,2981.260083,-8399.785727,-25482.73711,-1726.908582,17581.27442,-19367.99003,-11797.14635,5032.616333,-23473.09398,12525.78068,-13763.23251,11445.30387
30989.13675,-4711.168054,22995.52465,598.9162809,4791.69081,-7170.878945,-25597.89409,-45.87064703,18541.94035,-18342.14166,-10136.54472,6363.743712,-23994.27969,13163.12254,-14904.29689,9686.639638
30989.15795,-4315.763389,22601.52282,2728.322568,6564.170067,-5867.26949,-25528.08653,1636.734848,19353.98682,-17177.93691,-8386.768691,7654.642202,-24337.52651,13682.8491,-15929.86886,7809.397017
30989.17915,-3873.230482,22021.39013,4791.429648,8277.821502,-4531.690137,-25266.50157,3304.033613,19991.00417,-15911.79164,-6570.317913,8863.118301,-24507.50364,14093.87114,-16806.5169,5846.911543
30989.20035,-3371.141447,21277.48555,6747.960561,9914.585011,-3208.208312,-24816.05544,4939.751496,20435.52841,-14585.01892,-4713.144751,9951.378361,-24517.42943,14410.31098,-17508.48989,3836.787071
30989.22155,-2801.082123,20400.35281,8562.138895,11458.97339,-1940.20401,-24189.47573,6527.869164,20679.79489,-13241.96692,-2844.441748,10887.73492,-24387.97678,14650.09646,-18018.85621,1819.957469
30989.24275,-2159.615523,19427.00896,10204.3672,12898.3873,-767.8593384,-23408.77924,8052.935034,20726.24983,-11927.50601,-995.5367486,11648.47684,-24145.87456,14833.53515,-18330.53908,-161.202668
30989.26395,-1448.994281,18398.91459,11652.3027,14223.06658,274.0061281,-22504.22468,9500.158431,20587.37906,-10684.63146,801.135331,12219.12357,-23822.13153,14981.7042,-18446.66254,-2064.630911
30989.28515,-677.5352533,17359.71519,12891.53524,15425.90509,1157.783157,-21512.81186,10855.48659,20284.98096,-9552.190444,2513.13258,12595.1559,-23450.04713,15114.8261,-18380.32812,-3850.312851
30989.30635,140.1847317,16353.09769,13915.64563,16501.93308,1864.372816,-20476.64503,12105.41319,19849.04235,-8563.055521,4108.79279,12782.17146,-23063.21312,15250.69857,-18153.91066,-5481.576377
30989.32755,983.7798504,15420.24706,14726.36781,17448.19904,2384.395082,-19440.64743,13237.32638,19316.08531,-7742.164057,5558.680067,12795.67364,-22693.37797,15403.33034,-17797.86067,-6926.936333
30989.34875,1827.727108,14597.64965,15333.01682,18263.30624,2718.630278,-18450.28206,14239.55345,18727.16275,-7105.259355,6836.579724,12660.17473,-22368.49492,15581.78928,-17349.0162,-8161.289418
30989.36996,2642.317989,13915.18334,15751.55781,18946.91175,2877.923771,-17549.28026,15101.39115,18125.65753,-6658.132538,7920.338479,12407.84839,-22111.01964,15789.3535,-16848.61565,-9166.780107
30989.39116,3394.980268,13394.46882,16003.43931,19499.33175,2882.592455,-16777.33547,15813.26944,17554.89326,-6396.319915,8792.697515,12076.76011,-21936.49551,16023.04049,-16340.02746,-9933.472253
30989.41236,4051.60636,13047.80845,16114.10128,19921.02608,2761.310464,-16168.20341,16366.72898,17055.89581,-6305.427666,9441.686208,11708.86002,-21852.5878,16273.45975,-15866.49449,-10459.43236
30989.43356,4578.350635,12877.39163,16111.43248,20212.39156,2549.551724,-15747.75966,16754.72838,16665.0254,-6361.866421,9861.187419,11347.62265,-21858.49122,16525.16042,-15468.66062,-10750.78014
30989.45476,4943.180799,12875.25909,16024.03658,20373.41326,2287.647112,-15532.76751,16971.66991,16412.07822,-6534.19673,10050.90797,11035.7204,-21944.90153,16757.27404,-15182.42778,-10821.0487
30989.47596,5117.555654,13023.74639,15879.53841,20403.52321,2018.53672,-15529.97907,17013.56509,16318.62566,-6784.888174,10016.26147,10812.64515,-22094.47371,16944.5787,-15036.95496,-10690.32224
30989.49716,5077.809331,13296.45142,15703.03878,20301.49562,1785.50053,-15735.85385,16878.09731,16396.91187,-7072.324548,9767.932495,10712.64317,-22282.70826,17058.74795,-15053.15071,-10384.04948
30989.51837,4806.4987,13659.6705,15515.723,20065.53137,1629.753665,-16136.71361,16564.77593,16649.13934,-7353.101638,9321.3192,10762.7924,-22479.29508,17069.92721,-15242.48095,-9931.66265
30989.53957,4293.414623,14074.21194,15333.76503,19693.43334,1588.214352,-16709.44925,16075.04632,17067.33667,-7584.368768,8695.780685,10981.52835,-22649.77888,16948.40153,-15606.33651,-9365.050597
30989.56077,3536.207555,14497.57776,15167.52137,19182.83557,1691.474278,-17422.7973,15412.31449,17633.82675,-7726.191314,7913.65606,11377.64822,-22757.52047,16666.3122,-16135.98335,-8716.870095
30989.58197,2540.702303,14886.24056,15021.13531,18531.56784,1962.150008,-18238.94884,14582.01137,18322.16464,-7743.685164,6999.292529,11949.82806,-22765.76129,16199.31924,-16813.02008,-8018.97527
30989.60317,1320.893483,15197.99245,14892.51625,17738.11894,2413.610614,-19115.46913,13591.66621,19098.51505,-7608.918109,5978.064117,12686.63284,-22639.75766,15528.17955,-17610.31477,-7300.951341
30989.62437,-101.6698693,15394.28854,14773.68303,16801.99285,3049.283624,-20007.61697,12450.75961,19923.57704,-7302.413919,4875.212009,13567.20842,-22348.82151,14639.9825,-18493.56359,-6588.689104
30989.64557,-1698.466209,15442.29795,14651.51769,15724.33545,3862.35285,-20870.49633,11170.86034,20754.56074,-6814.242056,3715.082449,14562.2493,-21868.2168,13529.30969,-19422.98632,-5903.439427
30989.66677,-3435.532284,15316.72528,14508.78428,14508.1227,4836.287271,-21661.58302,9765.213679,21547.70546,-6144.451943,2519.991459,15635.80308,-21180.62705,12198.6412,-20355.69677,-5260.856784
30989.68798,-5274.461033,15001.16549,14325.47345,13158.83112,5945.516979,-22342.65678,8248.926985,22260.42323,-5303.17444,1309.838997,16746.94789,-20277.45043,10658.89657,-21247.77266,-4670.749276
